id,answer,answer_value,answer_unit,supporting_materials,explanation,ref_id,ref_url
q266,31.6%,31.6,percent,Table 2: People Managers,"Table 2 in the Amazon 2023 Sustainability Report provides a breakdown of People Managers by gender. For the year 2023, the table explicitly states that 31.6% of People Managers identified as women.",['amazon2023'],['https://sustainability.aboutamazon.com/2023-amazon-sustainability-report.pdf']
q267,61–76%,"[61,76]",percent,"On the compute side, we find that amortized hardware cost makes up 47–64% of the full model development cost, while energy comprises only 2–6%. With equity excluded from R&D costs, the fraction of hardware cost and energy cost rise to 61–76% and 2–7% respectively.","The document states that 'With equity excluded from R&D costs, the fraction of hardware cost and energy cost rise to 61–76% and 2–7% respectively.' This directly provides the percentage range for hardware cost when equity is excluded.",['cottier2024'],['https://arxiv.org/pdf/2405.21015']
q268,FALSE,0,is_blank,"However, the impact on performance metrics such as accuracy, F1 score, recall, and precision varies. While the reduction in carbon footprint is consistent, performance trade-offs are evident, with some metrics experiencing marginal improvements","The document 'khan2025' states that the impact on performance metrics like accuracy and F1 score 'varies' and that 'performance trade-offs are evident, with some metrics experiencing marginal improvements'. This indicates that accuracy and F1 scores do not 'always' improve after optimization.",['khan2025'],['https://arxiv.org/pdf/2504.06307']
q269,0.93 lbs/kWh,0.93,lbs/kWh,Strubell et al. used the US average CO2 per kilowatt hour (KWh) as calculated by the U.S. Environmental Protection Agency (EPA) of 0.423 kg per KWh in 2018.,"The document states that the US average CO2 per kilowatt hour, as calculated by the U.S. Environmental Protection Agency (EPA) in 2018, was 0.423 kg per KWh. To convert kilograms to pounds, we use the conversion factor 1 kg = 2.20462 lbs. Therefore, 0.423 kg/KWh * 2.20462 lbs/kg = 0.93255966 lbs/KWh, which rounds to 0.93 lbs/kWh.","['patterson2021', 'morrison2025']","['https://arxiv.org/pdf/2503.05804', 'https://arxiv.org/pdf/2104.10350']"
q270,Unable to answer with confidence based on the provided documents.,is_blank,TWh,is_blank,"The documents mention that electricity demand from data centers, heavily driven by AI, will more than double by 2026 and surpass Canada's national power use. However, they do not provide a specific projected range of electricity consumption in TWh for global AI in 2027.","['luccioni2025a', 'luccioni2024']","['https://arxiv.org/pdf/2501.16548', 'https://arxiv.org/pdf/2311.16863']"
q271,Unable to answer with confidence based on the provided documents.,is_blank,packages,is_blank,"The document states that Amazon delivered more than 680 million packages globally using over 24,000 electric delivery vehicles in 2023. It also mentions deploying more than 3,000 electric delivery vehicles in Europe, including 300 Rivian vans. However, it does not provide a specific number of packages delivered by EVs in Europe.",['amazon2023'],['https://sustainability.aboutamazon.com/2023-amazon-sustainability-report.pdf']
q273,"1,920,000 tokens",1920000,tokens,"Online Inference workload: To model a real-time chatbot system, we use a pattern of 128 input tokens and a 512 output tokens. This simulates a common AI LLM chatbot scenario of a user asking short questions, with the chatbot providing detailed answers. The workload evaluates a total of 3000 requests.","The online inference workload consists of 3000 requests, each with 128 input tokens and 512 output tokens. The total tokens per request are 128 + 512 = 640 tokens. Therefore, the total number of tokens processed for the entire workload is 640 tokens/request * 3000 requests = 1,920,000 tokens.","['chen2024', 'kim2025', 'morrison2025']","['https://arxiv.org/pdf/2405.01814', 'https://arxiv.org/pdf/2504.11816', 'https://arxiv.org/pdf/2503.05804']"
q274,FALSE,0,is_blank,"The Act currently omits indirect emissions from AI applications (e.g., those used for oil and gas exploration [37]) and water consumption [49].","The provided document explicitly states that the AI Act omits indirect emissions from AI applications, including those used for oil and gas exploration, from its reporting requirements.","['ebert2024', 'luccioni2025c']","['https://arxiv.org/pdf/2410.06681', 'https://arxiv.org/pdf/2506.15572']"
q275,Unable to answer with confidence based on the provided documents.,is_blank,percent,is_blank,"The provided text mentions that a figure in the Dodge et al. (2022) paper shows the CO2 emissions decrease in percentage for different regions for DenseNet 201 under Flexible Start optimization. However, the specific figure or table content detailing the maximum percentage reduction for the West US region is not included in the provided snippets, preventing a confident answer.",['dodge2022'],['https://arxiv.org/pdf/2206.05229']
q276,1453.5 times,1453.5,times,"Table 2: Estimated mean and standard deviation of energy (in kWh) and carbon emissions (in gCO2eq) per 1,000 inferences across all models for each task.","According to Table 2 in the Luccioni et al. (2024) study, the mean energy for 1,000 inferences for text classification is 0.002 kWh, and for image generation, it is 2.907 kWh. Dividing 2.907 by 0.002 gives a factor of 1453.5.",['luccioni2024'],['https://arxiv.org/pdf/2311.16863']
q277,FALSE,0,is_blank,Dataset news yelp Model Energy (Wh) Accuracy Energy (Wh) Accuracy Linear BoW <0.01 0.65 <0.01 0.36 Linear Tf-idf <0.01 0.65 <0.01 0.34 Linear Embedding <0.01 0.83 0.04 0.43 XGBoost BoW <0.01 0.48 <0.01 0.31 XGBoost Tf-idf <0.01 0.52 <0.01 0.29 XGBoost Embedding 0.03 0.74 0.01 0.40 Llama 3.1 8B 4.31 0.71 4.73 0.58 Llama 3.1 70B 34.15 0.88 36.71 0.67 Qwen 2.5 7B 4.21 0.01 4.52 0.60 Qwen 2.5 72B 33.75 0.79 38.20 0.68 Phi 3.5 Mini 3.30 0.53 15.55 0.58 Phi 3.5 MoE 8.53 0.78 8.32 0.58 Jamba Mini 1.5 9.34 0.78 11.45 0.56 DS Llama 8B 60.58 0.82 97.18 0.62 DS Llama 70B 483.73 0.83 707.03 0.67 DS Qwen 14B 113.81 0.83 177.41 0.63 DS Qwen 32B 271.92 0.83 358.62 0.63,"According to the table, for the 'yelp' dataset (sentiment analysis), traditional models (Linear, XGBoost) show accuracies ranging from 0.29 to 0.43. Large Language Models (LLMs) like Llama, Qwen, Phi, Jamba, and DS Llama/Qwen, show accuracies ranging from 0.56 to 0.68. The LLMs consistently achieve significantly higher accuracy than traditional models, indicating their performance is not comparable.","['fernandez2025', 'luccioni2024']","['https://arxiv.org/pdf/2311.16863', 'https://arxiv.org/pdf/2504.17674']"
q279,Unable to answer with confidence based on the provided documents.,is_blank,projects,is_blank,"The document states that 'As of January 2024, Amazon had announced: 513 Global renewable energy projects' and mentions '243 Utility-scale wind and solar projects', but does not specify the number of projects specifically in the United States for that date.",['amazon2023'],['https://sustainability.aboutamazon.com/2023-amazon-sustainability-report.pdf']
q281,Unable to answer with confidence based on the provided documents.,is_blank,percent,is_blank,"The provided documents state that Amazon, including AWS, matched 100% of its electricity consumption with renewable energy sources in 2023, and 90% in 2022. However, no information is available for 2018.",['amazon2023'],['https://sustainability.aboutamazon.com/2023-amazon-sustainability-report.pdf']
q283,"At the granularity of a single, whole generation response to a request.","single, whole generation response",to a request,"Our goal is to measure and report energy consumption at a granularity that is neither too coarse (as it only provides limited insight into the runtime behavior of the service) nor too fine (as it may miss important higher-level insights relevant to the service). Also aligned with our goal of representing real-world deployments (Section 2.2), our approach is to mainly report energy consumption at the granularity of a single, whole generation response to a request (e.g., entire chat response, image, video).","The document explicitly states the goal of measuring and reporting energy consumption at a granularity that is 'neither too coarse nor too fine', and then specifies this as 'the granularity of a single, whole generation response to a request' for generative AI models.","['chung2025', 'luccioni2025c']","['https://arxiv.org/pdf/2505.06371', 'https://arxiv.org/pdf/2506.15572']"
q284,74%,74,percent,dodge2022,The provided table within the document 'dodge2022' explicitly states that the GPU accounts for 74% of the total electricity consumption in the experiment where a BERT-base model was trained.,"['dodge2022', 'jegham2025']","['https://arxiv.org/pdf/2206.05229', 'https://arxiv.org/pdf/2505.09598']"
q285,4 NVIDIA A100-80GB GPUs,4,NVIDIA A100-80GB GPUs,Table 5: Hardware Configurations for Evaluation,"The document chen2024, in its Table 5 under 'Serving Performance', indicates that serving the LLaMA3-70B model with the vLLM system requires 4 H100 GPUs. Given that both H100 and A100 GPUs are commonly available with 80GB memory capacities, and LLaMA3-70B is comparable to Llama2-70b, it is reasonable to infer that 4 NVIDIA A100-80GB GPUs would be required for serving.","['xia2024', 'zschache2025']","['https://arxiv.org/pdf/2408.04693', 'https://arxiv.org/pdf/2508.14170 ']"
q286,25.8%,25.8,percent,"Optimization across the axes of algorithms, platforms, infrastructures, hardware can significantly reduce the operational carbon footprint for the Transformer-based universal translation model by 810×. Along with other efficiency optimization at-scale, this has translated into 25.8% operational energy footprint reduction over the two-year period.",The document explicitly states that Facebook achieved a '25.8% operational energy footprint reduction over the two-year period' through efficiency optimizations.,['wu2021a'],['https://arxiv.org/pdf/2111.00364']
q287,Unable to answer with confidence based on the provided documents.,is_blank,kilometers of fiberoptic cable,is_blank,"The provided documents discuss AI infrastructure, energy consumption, and costs, but none contain specific information about the number of kilometers of fiber optic cable installed globally to support AI workloads in 2023.","['luccioni2025a', 'amazon2023', 'wu2021a']","['https://arxiv.org/pdf/2501.16548', 'https://sustainability.aboutamazon.com/2023-amazon-sustainability-report.pdf', 'https://arxiv.org/pdf/2111.00364']"
q288,800 million USD,800000000,USD,"For example, we estimate that it cost $800M to acquire the hardware used to train GPT-4, compared to $40M for the amortized hardware CapEx + energy cost.",The document explicitly states the hardware acquisition cost for training GPT-4 as $800M.,['cottier2024'],['https://arxiv.org/pdf/2405.21015']
q289,FALSE,0,is_blank,"The umbrella term ‘Sustainable AI’ was initially proposed by van Wynsberghe as a field of practice that both aims to use AI in climate-positive applications, as well as improving upon the (environmental) sustainability of AI approaches themselves [203].","The provided text clearly states that 'Sustainable AI' encompasses 'both aims to use AI in climate-positive applications, as well as improving upon the (environmental) sustainability of AI approaches themselves'. This indicates it is not *only* about climate-positive applications, making the statement false.","['luccioni2025a', 'luccioni2025b']","['https://arxiv.org/pdf/2501.16548', 'https://arxiv.org/pdf/2504.00797']"
q290,Unable to answer with confidence based on the provided documents.,is_blank,samples,is_blank,"The document mentions that the authors found the maximum batch size for LLM models on NVIDIA A100 (40GB) and that Figure 13 correlates projected maximum batch sizes with experimented ground truth. However, the specific ground truth value for Mixtral on an A100-40GB GPU is not explicitly stated in the provided text snippets, nor is the content of Figure 13 transcribed.",['xia2024'],['https://arxiv.org/pdf/2408.04693']
q291,Swapping,Swapping,is_blank,"In Figure 8, we compare the energy consumption per generation of the two preemption mechanisms with the Mistral Nemo (12B) model by intentionally overloading the server with a high maximum batch size configuration and causing preemption. It can be seen that when the server is overloaded, Swapping consistently consumes less energy.",Quote,"['chung2025', 'ebert2024']","['https://arxiv.org/pdf/2505.06371', 'https://arxiv.org/pdf/2410.06681']"
q292,48%,48,percent,"For example, in their 2024 annual environmental sustainability report (ESG), Google reports a 48% increase in GHG emissions since 2019 which they attribute primarily to “increases in data center energy consumption” [42]",The provided text directly states that Google reported a 48% increase in GHG emissions since 2019 in its 2024 environmental sustainability report.,"['luccioni2025a', 'patterson2021', 'han2024']","['https://arxiv.org/pdf/2501.16548', 'https://arxiv.org/pdf/2412.06288', 'https://arxiv.org/pdf/2104.10350']"
q293,Unable to answer with confidence based on the provided documents.,is_blank,percent,is_blank,"The provided documents mention McKinsey & Company in several references ([chung2025], [han2024], [morrison2025]), often citing reports like ""Investing in the rising data center economy"" or ""How data centers and the energy sector can sate AI’s hunger for power"". While these documents discuss the increasing energy demands of data centers and AI, they do not contain a specific projection from McKinsey stating the percentage of U.S. national electricity consumption that data centers are anticipated to account for in 2030.","['dodge2022', 'han2024']","['https://arxiv.org/pdf/2206.05229', 'https://arxiv.org/pdf/2412.06288']"
q294,11.4%,11.4,percent,Model | BERT finetune | BERT LM | 6B Transf. | Dense 121 | Dense 169 | Dense 201 | ViT Tiny | ViT Small | ViT Base | ViT Large | ViT Huge P&R | 9.5% | 11.0% | 11.4% | 2.0% | 2.8% | 3.1% | 11.0% | 11.0% | 10.8% | 11.4% | 11.3%,"The provided table, which reports the decrease in CO2 emissions for various models and optimization strategies, shows that the 'Pause and Resume' (P&R) optimization for the '6B Transf.' model yields an 11.4% emissions decrease. This is the maximum value found among the provided snippets for this specific model and optimization.",['dodge2022'],['https://arxiv.org/pdf/2206.05229']
q295,70%,70,percent,"Both layers are sparsely activated, allowing JetMoE-8B to have 8B parameters while only activating 2B for each input token, reducing inference computation by about 70% compared to Llama2-7B.",Quote,['shen2024'],['https://arxiv.org/pdf/2404.07413']
q298,Unable to answer with confidence based on the provided documents.,is_blank,lbs CO2e,is_blank,"The provided documents refer to the Strubell et al. (2019) paper as a 'seminal 2019 study' that quantifies carbon emissions for NLP models, stating 'Table 1 lists CO2 emissions and estimated cost of training the models described in §2.1.' However, the actual content of 'Table 1' or a direct quote of the carbon footprint for the BERT large language model in lbs CO2e from this study is not present in the provided text snippets.","['rubei2025', 'luccioni2024', 'patterson2021']","['https://arxiv.org/pdf/2311.16863', 'https://arxiv.org/pdf/2104.10350', 'https://arxiv.org/pdf/2501.05899']"
q299,1287 MWh,1287,MWh,GPT-3... Its estimated carbon emissions due to training are 552 tCO2e and its energy consumption is 1287 MWh.,Quote from document `patterson2021` explicitly states the energy consumption for training GPT-3.,"['li2025b', 'cottier2024', 'patterson2021']","['https://arxiv.org/pdf/2304.03271', 'https://arxiv.org/pdf/2104.10350', 'https://arxiv.org/pdf/2405.21015']"
q300,TRUE,1,is_blank,"The execution time for the MoE layer encompasses both the forward and backward passes during fine-tuning. Consequently, MoE is the costliest layer and a prime target for optimization to enhance the performance of LLM fine-tuning.",The document states that the MoE layer is the 'costliest layer and a prime target for optimization to enhance the performance of LLM fine-tuning.' This directly supports the statement in the question.,['xia2024'],['https://arxiv.org/pdf/2408.04693']
q301,Unable to answer with confidence based on the provided documents.,is_blank,samples,is_blank,"The document 'xia2024' mentions that Figure 13 shows the maximum batch sizes for fine-tuning Mixtral on different NVIDIA GPUs, including the A40 (48GB). However, the content of Figure 13 is not provided in the text. The document explicitly states: 'Due to space limitations, we only show the projection of Mixtral model' for GPU memory capacities of 100GB and 120GB, but not for the A40. Therefore, the specific maximum batch size for Mixtral with a dense setup on the Hellaswag dataset using an NVIDIA A40 GPU with 48 GB memory is not available in the provided text.",['xia2024'],['https://arxiv.org/pdf/2408.04693']
q302,FALSE,0,is_blank,"Comparing the A-3 and C-3 experiments with three local versus three fully remote GPUs, CV is only 5% slower, while NLP suffers a 34% drop in throughput (Figure 9a) and does not even reach the baseline single GPU performance (A-1). The peak egress for each region was 318, 258, and 237 Mb/s for the US, EU, and ASIA, respectively. Since our bandwidth measurements were 210 and 130 Mb/s from the US to the EU and ASIA, respectively (Table 3), this suggests that the averaging was done over the US node and not an N-to-N all-reduce (a detailed analysis of how averaging affects bandwidths is discussed in Section 6). Thus, the limiting factor was the US-ASIA connection at 130 Mb/s rather than the 80 Mb/s from EU-ASIA. The same trend continues with the C-4 run, which adds AUS as a continent with one additional VM. As we know from the transatlantic experiments (B) that an additional continent has a detrimental effect on throughput, which, for the four continents experiment, C-4, results in a 9% slower throughput for CV and 36% slower for NLP compared to the A-4 runs (Figure 7a).","The document states that for intercontinental training, CV models were 5% slower with three GPUs and 9% slower with four continents (four GPUs) compared to local training. Neither of these matches 'only 7%'. Therefore, the statement is false.",['erben2023'],['https://arxiv.org/pdf/2306.03163']
q303,Unable to answer with confidence based on the provided documents.,is_blank,hectares,is_blank,"The provided documents discuss the environmental impacts of AI and data centers, including energy and water consumption, carbon footprint, and land use in a general sense. However, none of the documents contain specific data regarding the number of hectares of land occupied by new AI data centers globally in 2022.","['luccioni2025a', 'luccioni2025b']","['https://arxiv.org/pdf/2501.16548', 'https://arxiv.org/pdf/2504.00797']"
q305,0.32g CO2eq,0.32,g CO2eq,"for instance bert-base-multilingual-uncased-sentiment emits just 0.32g of CO2eq per 1,000 queries, compared to 2.66g for Flan-T5-XL and 4.67g for BLOOMz-7B.",Quote,"['luccioni2023', 'patterson2021', 'luccioni2024']","['https://arxiv.org/pdf/2302.08476', 'https://arxiv.org/pdf/2311.16863', 'https://arxiv.org/pdf/2104.10350']"
q307,110 thousands of grams,110,thousands of grams,"Figure 2: CO2 Grams Emitted, BERT Language Modeling (from dodge2022)","Figure 2 displays the range of CO2 emissions for various models, including 'BERT Language Modeling'. By visually estimating from the logarithmic scale on the y-axis, the maximum emissions for 'BERT Language Modeling' are approximately 1.2 x 10^5 grams, and the minimum emissions are approximately 1.0 x 10^4 grams. The approximate range is calculated as 120,000 grams - 10,000 grams = 110,000 grams. Expressed in thousands of grams, this is 110.",['dodge2022'],['https://arxiv.org/pdf/2206.05229']
q308,2022,2022,year,"The direct release of environmental information peaked in 2022, with 10% of notable models that year releasing some degree of information.",Quote,"['dodge2022', 'luccioni2025a', 'luccioni2025c']","['https://arxiv.org/pdf/2206.05229', 'https://arxiv.org/pdf/2501.16548', 'https://arxiv.org/pdf/2506.15572']"
q309,5 days,5,days,"Table 1: We developed our models in five groups, based on parameter count and architecture: less than 1 billion, 1 billion, 7 billion, and 13 billion parameters, and our mixture-of-experts model with 1 billion active and 7 billion total parameters. We found that ~70% of our developmental environmental impact came from developing the 7B and 13B models, and the total impact was emissions equivalent to 2.1 tanker trucks’ worth of gasoline, and equal to about 7 and a half years of water used by the average person in the United States.","The table 'Model | Power Usage (MWh) | Carbon Emissions (tCO₂eq) | Equiv. to... (energy usage, 1 home, U.S.) | Water Consumption (kL) | Equiv. to... (water usage, 1 person, U.S.)' in the 'morrison2025' document explicitly lists 'OLMo 60M†' with an equivalent water usage of '5 days' for one person in the U.S.",['morrison2025'],['https://arxiv.org/pdf/2503.05804']
q310,Unable to answer with confidence based on the provided documents.,is_blank,liters of freshwater,is_blank,"The provided documents discuss general water consumption by data centers and some AI models (like GPT-3, GPT-4o), and mentions DeepMind's AI reducing Google Data Centre cooling bills. However, there is no specific information regarding the freshwater consumption of Google's DeepMind AlphaFold servers in 2023.","['luccioni2025a', 'li2025b', 'jegham2025']","['https://arxiv.org/pdf/2304.03271', 'https://arxiv.org/pdf/2505.09598', 'https://arxiv.org/pdf/2501.16548']"
q311,FALSE,0,is_blank,A way to further reduce cost based on our study is to add compute resources to accelerate the MoE layers.,"The document explicitly states that adding compute resources to accelerate MoE layers is a way to *reduce* the cost of LLM fine-tuning, not increase it.",['xia2024'],['https://arxiv.org/pdf/2408.04693']
q312,Unable to answer with confidence based on the provided documents.,is_blank,kWh,is_blank,The provided documents do not contain information about the energy consumption for training the FLM-101B model.,"['patterson2021', 'zschache2025']","['https://arxiv.org/pdf/2508.14170 ', 'https://arxiv.org/pdf/2104.10350']"
q313,More than $20 billion,20,billion USD,"Our findings suggest that the total annual public health burden of U.S. data centers could exceed $20 billion by 2028, approaching or even surpassing the impacts of on-road vehicle emissions in California. Importantly, these health costs are not evenly distributed: disadvantaged communities bear a disproportionate share, with per-household impacts potentially up to 200 times higher than in less-affected areas.",The document explicitly states that the total annual public health burden of U.S. data centers is projected to exceed $20 billion by 2028.,['han2024'],['https://arxiv.org/pdf/2412.06288']
q314,Unable to answer with confidence based on the provided documents.,is_blank,USD,is_blank,"The provided documents discuss fine-tuning Mixtral models and the use of NVIDIA A40-48GB GPUs. It also mentions that GSM8K was used for evaluation of arithmetic reasoning. However, the documents do not provide an estimated total cost for fine-tuning a Mixtral model specifically on the GSM8K dataset using an NVIDIA A40-48GB GPU. Cost estimates are given for other datasets (MATH, OpenOrca) and other GPUs (H100), but not the exact combination requested.",['xia2024'],['https://arxiv.org/pdf/2408.04693']
q315,Unable to answer with confidence based on the provided documents.,is_blank,samples,"The provided documents state that experiments were conducted using an NVIDIA A40 GPU and that batch sizes were manually set and varied for profiling (e.g., batch sizes 1, 10, and 32 are mentioned in the context of figures). While the paper mentions finding the 'maximum batch size' for various GPUs including the A40, and projects maximum batch sizes for hypothetical future GPUs (e.g., 28 for 100GB, 35 for 120GB), it does not explicitly state the specific maximum batch size for the A40-48 GB GPU for the longest-running MoE layer within the provided text.","The documents indicate that the MoE layer is the longest-running layer, and experiments were performed on an NVIDIA A40-48GB. However, while the paper mentions that varying batch sizes were used for profiling and an analytical model was developed to find optimal coefficients and maximum batch sizes, the specific 'batch size (in samples) of the longest-running MoE layer' for the A40-48GB is not explicitly stated as a single value in the provided text. Batch sizes of 1, 10, and 32 are mentioned as examples used in figure analysis, but not as 'the' batch size.",['xia2024'],['https://arxiv.org/pdf/2408.04693']
q317,Unable to answer with confidence based on the provided documents.,is_blank,seconds,is_blank,"The provided documents describe that the 'xia2024' paper characterizes fine-tuning of sparse Mixture-of-Experts (MoE) LLM models, including Mixtral, on a single GPU like the NVIDIA A40. It also mentions an 'analytical model to estimate the cost of LLM fine-tuning' and refers to figures that show 'execution time breakdown' (Fig. 4) and 'maximum batch size' (Fig. 13). However, the specific total execution time in seconds for a sparse Mixtral model fine-tuned on an NVIDIA A40-48GB with a batch size of 10 is not explicitly stated in the text content of the provided documents. The figures themselves are not included as text, and their descriptions do not contain this precise numerical answer.",['xia2024'],['https://arxiv.org/pdf/2408.04693']
q318,FALSE,0,is_blank,We advocate against using GPU-level or other component-based power consumption tracking for overall energy measurements. ... it substantially under-represents the actual energy consumption since it measures just a single component.,The document explicitly states that GPU-level power consumption monitoring is not recommended for overall energy measurements because it significantly under-represents the actual energy consumption by only measuring a single component.,"['ebert2024', 'jegham2025']","['https://arxiv.org/pdf/2410.06681', 'https://arxiv.org/pdf/2505.09598']"
q319,Unable to answer with confidence based on the provided documents.,is_blank,percent,is_blank,"The provided documents refer to the Luccioni et al. 2022/2023 paper on BLOOM's carbon footprint and mention it covers a lifecycle approach, but they do not explicitly state the percentage of the BLOOM model's overall emissions that training accounted for. They mention inference can be a significant portion over time, but no specific breakdown for training's share of overall emissions is given.","['luccioni2024', 'zschache2025', 'luccioni2025b']","['https://arxiv.org/pdf/2311.16863', 'https://arxiv.org/pdf/2504.00797', 'https://arxiv.org/pdf/2508.14170 ']"
q320,1 V100 32GB GPU,1,V100_32GB_GPU,"The LLaMA-7B model has approximately 7 billion parameters. Assuming FP16 precision (2 bytes per parameter), the model size is 7B * 2 bytes/parameter = 14 GB. Documents state that an NVIDIA V100 GPU has 32GB of memory. Since 14 GB (LLaMA-7B) is less than 32 GB (1x V100 32GB GPU), a single GPU is sufficient.","To determine the number of GPUs needed, we first estimate the model size of LLaMA-7B. Based on common practice for LLMs and the given context for LLaMA-33B (64.7 GB, which aligns with 33B parameters * 2 bytes/parameter for FP16), LLaMA-7B with 7 billion parameters would require approximately 7 * 2 = 14 GB of memory in FP16. The documents confirm that an NVIDIA V100 32GB GPU has 32GB of memory. Since 14 GB is less than 32 GB, one NVIDIA V100 32GB GPU is sufficient to run LLaMA-7B inference without compression or quantization.","['xia2024', 'griggs2024']","['https://arxiv.org/pdf/2404.14527', 'https://arxiv.org/pdf/2408.04693']"
q321,9.629 requests,9.629,requests,"Table 1: Estimate of GPT-3's operational water consumption footprint. '*' denotes data centers under construction as of July 2023, whose PUE and WUE are projected by Microsoft.",Table 1 in li2025b directly provides the number of requests for a 500ml bottle of water for GPT-3 in Arizona as 9.629.,"['li2025b', 'jegham2025']","['https://arxiv.org/pdf/2304.03271', 'https://arxiv.org/pdf/2505.09598']"
q322,8.30 metric tons,8.30,metric tons,"One average US home energy use is estimated to emit 8.30 metric tons (using the sum of emissions from generating electricity, natural gas, liquid petroleum, and fuel oil)",Quote,"['patterson2021', 'morrison2025']","['https://arxiv.org/pdf/2503.05804', 'https://arxiv.org/pdf/2104.10350']"
q323,27.8 score,27.8,score,shen2024,Table lookup,['shen2024'],['https://arxiv.org/pdf/2404.07413']
